-6.203090581128388294e+03,-1.007976094354695488e+04,-3.630157152269600374e+03
-2.303786756387065907e+03,-9.583216622116625558e+02,-4.085196036086615550e+03
-2.358724789956720997e+03,-4.803248227652001333e+03,-3.852125486451199322e+03
-5.994254824778409784e+03,-8.919508672036045027e+03,-2.428307851168558045e+03
-5.788623860906593109e+03,-1.037356967553017057e+04,-2.098685606583545905e+03
-3.436926409320060884e+03,1.392821914671418381e+04,-4.919550666720869231e+03
-4.517686732001379823e+03,-1.005042685538458187e+02,-3.960599184307163341e+03
-4.620239787598325165e+03,1.377187673828281049e+03,-1.067884497162720891e+03
-5.193309731770494182e+03,-1.014562679006526378e+04,-3.368653616867573419e+03
1.150593111134560786e+03,-7.811082493295477434e+03,-3.525504771334529437e+02
-5.773836795975342284e+03,-9.561676945637971585e+03,-3.578147740059622720e+03
7.079537233847147945e+03,1.491720809749388934e+02,1.675698632908525497e+03
-3.279267502229677575e+03,-9.490809130967896635e+03,-2.976004502650841914e+03
-4.873733671629285709e+03,-7.351720243197934906e+03,-2.402915926162916548e+03
-5.299911345640013678e+03,-2.422672544632130212e+03,-1.823247077319159871e+03
-6.037066488444916104e+03,-9.246986667583751114e+03,-3.471029160410673740e+03
-4.508524066524653790e+03,-8.916250955099685598e+03,-2.845699457225611241e+03
-2.479487785214274027e+03,-5.336700703956828875e+03,-4.308395051450856045e+03
-5.362540090761758620e+03,-5.879974553433620713e+03,1.334201800445469644e+03
-5.722272652752287286e+03,-7.414107821425504881e+03,-1.629430968733219288e+03
-3.981763807526232995e+03,-8.770514377058532773e+03,-3.005680252951955481e+03
-5.356171862136174241e+03,-3.648407550977967730e+03,-3.513932849835417983e+03
-4.597803280765905583e+03,1.177489508016515629e+03,-4.391163181467956747e+03
-3.673118345492891422e+03,-9.442124770961912873e+03,-2.802321625971655521e+03
-5.216568477413548862e+03,-6.424917339049161455e+03,-9.284907842885603202e+01
-4.105514623294523517e+03,1.200019898522221229e+04,-4.964590402189221095e+03
-2.151706936033474904e+03,2.617551374443257737e+04,-4.128774465030476676e+03
-5.172166288466220067e+03,-4.979989561970212435e+02,-4.227002974789568725e+03
-3.143532747113740697e+03,9.721715224668417932e+02,1.951920848667645987e+04
-5.435341512194602728e+03,-1.994494040075717294e+03,-4.118636107609027931e+03
1.157059178728359802e+04,1.134869785370282625e+04,-6.300518360007855335e+03
-4.207763214616828009e+03,2.854317601255837417e+03,2.568542467312512599e+03
-5.902838733536741529e+03,-6.920712496857565384e+03,-3.820953547615425578e+03
-5.900593985254071413e+03,-6.996422167574500236e+03,-3.798142490621810794e+03
-5.776874328856411012e+03,-5.594025029898622961e+03,-3.901194252230406619e+03
-4.091917010958413357e+03,-2.252708146067925099e+03,5.920388006449912609e+03
4.644546776052172208e+04,-1.461231542963962966e+04,-1.925348783738502789e+03
-6.206328381059106505e+03,-1.011763456793769910e+04,-3.627557568622557937e+03
-5.264978066683326688e+03,-3.344081470311438807e+03,-4.080482313156051532e+03
-5.902611927718973675e+03,-6.919426140154271707e+03,-3.820941203100659550e+03
-3.977538141203569467e+03,9.636222819958446053e+03,-4.874760734486906586e+03
-5.155094815399907020e+03,9.548696649173475635e+02,-4.297295380129578007e+03
2.028314892781683739e+03,9.513502261774750650e+02,6.106459697268884156e+03
-5.379094867819551837e+03,-6.724489841959402838e+03,-2.399489703108830781e+03
-6.065774045795949860e+03,-1.050661169760522353e+04,-1.313896796124751290e+03
1.588607636155951877e+04,-4.842505687595504241e+03,8.468330254780767063e+03
-1.967966362772430557e+03,-9.515494916792056756e+03,6.706816719081924930e+03
-5.447641816709700834e+03,-2.744996865668406826e+03,-4.074071770054090393e+03
-3.797939940735624532e+03,-3.992796665373283759e+03,3.519093880739971155e+03
6.055407405418478447e+03,4.304982146020551227e+03,-3.523365828358083945e+03
-4.825977294538788556e+03,4.421333211364847557e+03,-4.506963133416139499e+03
-4.144049202301481273e+03,-2.255556832825815945e+03,-2.361938369718017839e+03
-5.656555667719806479e+03,-1.000064757071960776e+04,-3.228749561349111445e+03
-2.038187647820171378e+03,2.394527589231069214e+04,-4.585323035668116063e+03
-5.601008648009941680e+03,-1.069769332119251158e+04,-1.217983367136212792e+03
-6.196252012600202761e+03,-1.000948599634139646e+04,-3.634264057719488846e+03
-4.534072677393965932e+03,-9.321194646849198762e+03,6.543810750790915336e+03
-5.124587288077273115e+03,-8.755358447703458296e+03,-3.823612783506523101e+03
-4.817594968444252117e+03,-8.498281554616367430e+03,-3.347642750068946498e+03
-5.531369842843878359e+03,-5.179349213995921673e+03,-1.237548882472189916e+03
-5.782152715283998077e+03,-5.711547908848946463e+03,-3.813061493339723711e+03
-4.203872052629580139e+03,7.777959458804532915e+03,-4.532124658109318261e+03
